sno,YearCopy,Source.Name,Call type,Format,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,DeltaTimeS12,Year,Year5,Decades,Twos,Threes,4 Years
129,2013,130200x_ThaneMaharashtra_S-More_XC165051 - Hume's Leaf Warbler - Phylloscopus humei.Table.4.selections_12splits.txt,e,mp3,6187.5,5156.25,4781.25,4406.25,4687.5,4593.75,3468.75,5062.5,4406.25,4593.75,5437.5,5718.75,5906.25,5062.5,4781.25,4312.5,4593.75,4593.75,4218.75,4593.75,4312.5,4687.5,5531.25,5437.5,0.0191,2013,F7,D3,Tw16,T11,IV08
130,2013,130524_XC162534 - Phylloscopus humei humei Patrick Franke  Mongolia.Table.4.selections_12splits.txt,e,mp3,5426.367,4651.172,4392.773,4392.773,4392.773,4737.305,3273.047,4392.773,4737.305,5167.969,5340.234,4651.172,5426.367,4737.305,4392.773,4392.773,4392.773,3531.445,3273.047,4392.773,4737.305,5167.969,5340.234,4651.172,0.0215,2013,F7,D3,Tw16,T11,IV08
131,2013,130629_XC145184 - Phylloscopus humei humei Thijs Fijen Kazakhstan.Table.4.selections_12splits.txt,e,mp3,4218.75,4218.75,4218.75,4125,4406.25,4218.75,3375,4125,4125,4781.25,4875,4031.25,4406.25,4218.75,4218.75,4125,4312.5,4218.75,3375,4125,4031.25,4593.75,4968.75,4031.25,0.0239,2013,F7,D3,Tw16,T11,IV08
132,2014,140310_35 Phylloscopus humei Bhindawas Haryana.Table.4.selections_12splits.txt,f,wav,5770.898,4478.906,4306.641,4134.375,4478.906,4392.773,3445.312,3789.844,4565.039,4909.57,5512.5,4478.906,5598.633,4565.039,4306.641,4134.375,4220.508,4392.773,3445.312,3789.844,4565.039,4995.703,5770.898,5081.836,0.0196,2014,F7,D4,Tw17,T11,IV09
133,2014,140311_15 Phylloscopus humei Bhindawas Haryana.Table.4.selections_12splits.txt,f,wav,5340.234,5254.102,4392.773,3875.977,4048.242,3445.312,3273.047,4306.641,4392.773,4823.438,5684.766,4306.641,5254.102,4909.57,4220.508,3875.977,3962.109,3445.312,3273.047,4220.508,4565.039,4995.703,5598.633,4220.508,0.0234,2014,F7,D4,Tw17,T11,IV09
134,2014,140500x_Kazakhistan_AlbertLastukhin_XC184262 - Hume's Leaf Warbler - Phylloscopus humei.Table.4.selections_12splits.txt,f,mp3,5426.367,5512.5,4392.773,4048.242,4392.773,4392.773,3445.312,3445.312,4737.305,4909.57,5167.969,4565.039,5426.367,5340.234,4392.773,4048.242,4392.773,4392.773,3531.445,3703.711,4651.172,4909.57,5426.367,5340.234,0.0204,2014,F7,D4,Tw17,T11,IV09
135,2014,140514_XC180338 - Phylloscopus humei humei Arend Wassink  Kazakhstan.Table.4.selections_12splits.txt,f,mp3,4651.172,5081.836,4306.641,3875.977,4134.375,3962.109,3445.312,4048.242,4306.641,4565.039,5943.164,5684.766,4651.172,5081.836,4392.773,3875.977,4048.242,3789.844,3445.312,3962.109,4392.773,4651.172,5770.898,5340.234,0.0207,2014,F7,D4,Tw17,T11,IV09
136,2014,140900x_Ladakh_Hannu_Phylloscopus humei_140921_02.Table.4.selections_12splits.txt,NA,wav,5250,4500,4218.75,4125,4218.75,5156.25,4875,3562.5,3843.75,5062.5,5250,6281.25,5250,4781.25,4218.75,4125,4218.75,4968.75,4781.25,3562.5,3750,4687.5,5437.5,5531.25,0.022,2014,F7,D4,Tw17,T11,IV09
137,2014,140900x_Ladakh_Hannu_Phylloscopus humei_140922_01.Table.4.selections_12splits.txt,NA,wav,4781.25,4500,4500,4781.25,5343.75,5250,3656.25,3750,4312.5,5062.5,6187.5,4781.25,4875,4593.75,4406.25,4687.5,5250,5156.25,3750,3750,4312.5,4968.75,6093.75,5718.75,0.0199,2014,F7,D4,Tw17,T11,IV09
138,2015,150200x_Bandhavgarh_Hannu_Phylloscopus humei_150206.Table.4.selections_12splits.txt,e,wav,4406.25,4593.75,4500,4406.25,4500,4593.75,3468.75,4125,4500,5062.5,5625,4500,4406.25,4687.5,4500,4406.25,4500,4500,3468.75,4125,4593.75,5156.25,5625,4500,0.0215,2015,F7,D4,Tw17,T12,IV09
139,2015,150329__XC304209 - Phylloscopus humei humei Viral joshi India Chamoli Uttarakhand.Table.4.selections_12splits.txt,e,mp3,5531.25,4968.75,4781.25,4406.25,4500,3375,3375,3656.25,4406.25,4500,5625,5531.25,5531.25,5156.25,4781.25,4406.25,4500,4500,4406.25,3656.25,4218.75,4875,5531.25,5156.25,0.0202,2015,F7,D4,Tw17,T12,IV09
140,2015,"151100x_Haryana_Pholt_Warbler, Hume's Leaf (Haryana)(A16457).Table.4.selections_12splits.txt",f,wav,5062.5,5062.5,3937.5,3562.5,3937.5,3187.5,3187.5,4500,4687.5,5062.5,6000,4312.5,5250,4875,3750,3562.5,3937.5,3187.5,3187.5,4500,4875,5062.5,5812.5,4312.5,0.0219,2015,F7,D4,Tw17,T12,IV09
141,2015,151117_07 Phylloscopus humei WII Dehradun Uttarakhand.Table.4.selections_12splits.txt,g,wav,5684.766,5081.836,4995.703,3789.844,3875.977,3531.445,3703.711,4478.906,4995.703,5081.836,5426.367,5081.836,5598.633,5081.836,4651.172,3875.977,4134.375,3789.844,3789.844,4478.906,4995.703,5081.836,5684.766,5340.234,0.0204,2015,F7,D4,Tw17,T12,IV09
142,2015,151200x_Kanha_Phylloscopus humei Call Kanha 11Dec2015 Ind2015 LS110012.Table.4.selections_12splits.txt,f,wav,4687.5,5437.5,5062.5,3562.5,4125,3093.75,3093.75,4781.25,5062.5,5156.25,5625,4687.5,4875,5062.5,4593.75,4031.25,4125,4125,4031.25,4781.25,5062.5,5156.25,5531.25,4875,0.0213,2015,F7,D4,Tw17,T12,IV09
143,2015,151205_00 Phylloscopus humei Bah Chambal UP.Table.4.selections_12splits.txt,f,wav,4995.703,4651.172,3617.578,3531.445,3703.711,3531.445,3359.18,4651.172,4737.305,4823.438,5512.5,4823.438,4995.703,4651.172,3703.711,3617.578,3703.711,3445.312,3359.18,4565.039,4737.305,4823.438,5598.633,4823.438,0.0212,2015,F7,D4,Tw17,T12,IV09
144,2015,151205_01 Phylloscopus humei Bah Chambal UP.Table.4.selections_12splits.txt,f,wav,5512.5,4392.773,3875.977,3789.844,3789.844,3186.914,3100.781,3875.977,4478.906,4565.039,5512.5,4995.703,5426.367,5081.836,4048.242,3703.711,3875.977,4909.57,3186.914,3962.109,4565.039,4737.305,5512.5,4995.703,0.0217,2015,F7,D4,Tw17,T12,IV09
145,2015,151211_19 Phylloscopus humei Mukki Kanha Madhya Pradesh.Table.4.selections_12splits.txt,f,wav,5340.234,5340.234,4220.508,3962.109,4220.508,4220.508,3359.18,4220.508,4909.57,5254.102,5340.234,5340.234,5254.102,5254.102,4220.508,4048.242,4220.508,4220.508,3359.18,4134.375,4306.641,5254.102,5426.367,5254.102,0.0242,2015,F7,D4,Tw17,T12,IV09
146,2015,151211_19 Phylloscopus humei Mukki Kanha Madhya Pradesh.Table.7.selections_12splits.txt,f,wav,5598.633,5340.234,4306.641,3875.977,4220.508,3875.977,3531.445,3445.312,4909.57,5254.102,6201.562,6287.695,5512.5,5340.234,4392.773,3962.109,4220.508,3962.109,3617.578,3962.109,4737.305,5167.969,5857.031,6201.562,0.0187,2015,F7,D4,Tw17,T12,IV09
147,2015,151211_27 Phylloscopus humei Mukki Kanha Madhya Pradesh.Table.4.selections_12splits.txt,f,wav,5512.5,5426.367,3962.109,3875.977,4220.508,3703.711,3445.312,4737.305,4909.57,5340.234,5943.164,5598.633,5254.102,5081.836,3962.109,3962.109,4220.508,3703.711,3531.445,4651.172,4909.57,5254.102,5857.031,5426.367,0.0203,2015,F7,D4,Tw17,T12,IV09
148,2016,160116_03 Phylloscopus humei Harike WLS Punjab.Table.4.selections_12splits.txt,f,wav,5770.898,5943.164,4737.305,4134.375,4392.773,3789.844,3617.578,4651.172,4909.57,4909.57,6201.562,6373.828,5684.766,5943.164,4823.438,4048.242,4478.906,3962.109,3617.578,4478.906,4995.703,4995.703,5770.898,6373.828,0.0192,2016,F8,D4,Tw18,T12,IV09
149,2016,160116_22 Phylloscopus humei Harike WLS Punjab.Table.4.selections_12splits.txt,f,wav,5340.234,4565.039,3617.578,3445.312,4048.242,3186.914,2842.383,4823.438,4909.57,5167.969,5512.5,5081.836,5340.234,4565.039,3703.711,3531.445,4048.242,3273.047,3962.109,4651.172,4909.57,5081.836,5512.5,4737.305,0.019,2016,F8,D4,Tw18,T12,IV09
150,2016,160420_338896901ML Phylloscopus humei.Table.4.selections_12splits.txt,f,mp3,5812.5,5437.5,4125,4125,4312.5,3937.5,3750,4312.5,5062.5,5062.5,6187.5,6187.5,5812.5,5250,4312.5,4125,4312.5,3937.5,3750,4125,5062.5,5250,6000,6000,0.0217,2016,F8,D4,Tw18,T12,IV09
151,2016,160707_16 Phylloscopus humei..Table.4.selections_12splits.txt,e,wav,4823.438,4565.039,4651.172,4737.305,4823.438,5254.102,5254.102,3875.977,3875.977,3703.711,4909.57,4306.641,5081.836,4737.305,4651.172,4737.305,4737.305,5254.102,5254.102,3789.844,3875.977,3703.711,4909.57,4306.641,0.0186,2016,F8,D4,Tw18,T12,IV09
152,2016,160707_19 Phylloscopus humei.Table.4.selections_12splits.txt,e,wav,4651.172,4478.906,4478.906,4478.906,5254.102,5426.367,3789.844,5426.367,4651.172,5598.633,5684.766,4737.305,5081.836,4478.906,4478.906,4478.906,5254.102,5426.367,3789.844,3875.977,4651.172,5254.102,5770.898,4651.172,0.0205,2016,F8,D4,Tw18,T12,IV09
153,2016,160708_08 Phylloscopus humei song.Table.4.selections_12splits.txt,e,wav,4737.305,4651.172,4651.172,4565.039,4737.305,5340.234,4909.57,3875.977,3789.844,3617.578,5426.367,4823.438,5167.969,4651.172,4651.172,4565.039,4651.172,5254.102,4909.57,3789.844,3789.844,3789.844,5340.234,4651.172,0.018,2016,F8,D4,Tw18,T12,IV09
154,2016,161114_04 Phylloscopus humei.Table.4.selections_12splits.txt,f,wav,5426.367,4909.57,4737.305,3789.844,3789.844,3875.977,3703.711,3617.578,5167.969,5254.102,5598.633,6287.695,5340.234,5081.836,4565.039,3789.844,3789.844,4048.242,3703.711,3703.711,4909.57,5254.102,5512.5,5512.5,0.0193,2016,F8,D4,Tw18,T12,IV09
155,2016,161114_05 Phylloscopus humei+Corvus macrorhynchos.Table.4.selections_12splits.txt,f,wav,6115.43,5598.633,4392.773,3875.977,3789.844,4306.641,3617.578,3531.445,4909.57,4909.57,5254.102,5254.102,5684.766,5598.633,4651.172,3962.109,4220.508,4220.508,3703.711,3962.109,4823.438,4995.703,5254.102,5340.234,0.0204,2016,F8,D4,Tw18,T12,IV09
156,2017,170120_01 Phylloscopus humei.Table.4.selections_12splits.txt,f,wav,5770.898,5598.633,4651.172,3962.109,4306.641,4134.375,3617.578,3531.445,4823.438,5167.969,5167.969,5167.969,5684.766,5598.633,4651.172,3962.109,4306.641,4134.375,4048.242,3617.578,4823.438,5167.969,5167.969,5167.969,0.0182,2017,F8,D4,Tw18,T12,IV09
157,2017,170531_XC414415 - Phylloscopus humei humei Frank Lambert  Mongolia.Table.4.selections_12splits.txt,f,mp3,5625,4406.25,3843.75,3843.75,4218.75,3750,3468.75,4312.5,4875,5062.5,5812.5,4312.5,5250,4687.5,3937.5,3843.75,4218.75,3843.75,3562.5,4312.5,4875,5156.25,5625,4406.25,0.0189,2017,F8,D4,Tw18,T12,IV09
158,2017,170600x_Kazakhistan_OscarCampbell_XC378883 - Hume's Leaf Warbler - Phylloscopus humei.Table.4.selections_12splits.txt,f,mp3,4306.641,4995.703,4220.508,3617.578,3703.711,3359.18,3359.18,4651.172,4823.438,5081.836,5770.898,4220.508,4392.773,4995.703,4220.508,3617.578,3703.711,3445.312,3359.18,4651.172,4737.305,4995.703,5684.766,4220.508,0.0199,2017,F8,D4,Tw18,T12,IV09
159,2017,171125_XC399040 - Phylloscopus humei Ehsan Talebi Iran.Table.4.selections_12splits.txt,f,mp3,5062.5,4875,5062.5,4687.5,4312.5,4406.25,4312.5,4031.25,4687.5,5250,5437.5,6000,5062.5,4968.75,5062.5,4687.5,4312.5,4406.25,4312.5,4125,4593.75,5062.5,5437.5,5906.25,0.0174,2017,F8,D4,Tw18,T12,IV09
160,2018,"180000x_Xinjiang_PA_Phylloscopus humei Call Mosuowan, Xinjiang, China XJ2018_1072.Table.4.selections_12splits.txt",f,wav,5343.75,4593.75,3843.75,3187.5,3281.25,3093.75,3281.25,5062.5,4968.75,5062.5,5437.5,5062.5,5437.5,4593.75,3750,3187.5,3281.25,3093.75,3375,5062.5,4968.75,5062.5,5531.25,5156.25,0.0202,2018,F8,D4,Tw19,T13,IV10
161,2018,"180000x_Xinjiang_PA_Phylloscopus humei Call Mosuowan, Xinjiang, China XJ2018_1102_1100.Table.4.selections_12splits.txt",g,wav,6187.5,5250,5062.5,3937.5,3937.5,3750,3281.25,5062.5,4968.75,5250,4968.75,4500,5812.5,4875,4968.75,3937.5,3937.5,3750,3375,5062.5,4968.75,5062.5,5250,4593.75,0.0215,2018,F8,D4,Tw19,T13,IV10
162,2018,180100x_Harike_Hannu_Phylloscopus humei 180131.Table.4.selections_12splits.txt,f,wav,5437.5,4968.75,4781.25,3750,3750,3656.25,4125,5625,5906.25,5437.5,6375,4875,5343.75,5343.75,4687.5,3843.75,3750,3656.25,4031.25,5625,5531.25,5343.75,6093.75,5812.5,0.0186,2018,F8,D4,Tw19,T13,IV10
163,2018,180200x_Siana Rajasthan_Hannu_Phylloscopus humei 180209.Table.4.selections_12splits.txt,f,wav,4968.75,4218.75,4125,3562.5,3562.5,3562.5,3281.25,5062.5,4875,5062.5,6093.75,4218.75,5343.75,4406.25,4218.75,3656.25,3656.25,3468.75,3281.25,5062.5,4968.75,5156.25,5812.5,4218.75,0.0194,2018,F8,D4,Tw19,T13,IV10
164,2018,180203_07 Phylloscopus humei.Table.4.selections_12splits.txt,f,wav,5156.25,4218.75,3843.75,4031.25,4125,3468.75,3281.25,4781.25,4875,4968.75,5343.75,4968.75,5062.5,4312.5,3937.5,3843.75,4031.25,3468.75,3375,4687.5,4875,4968.75,5343.75,5156.25,0.0221,2018,F8,D4,Tw19,T13,IV10
165,2018,180204_10 Phylloscopus humei.Table.4.selections_12splits.txt,f,wav,6375,5531.25,4687.5,3937.5,3937.5,4031.25,3843.75,4968.75,5343.75,5343.75,6000,6187.5,6375,5531.25,4781.25,4031.25,3937.5,4031.25,3843.75,4500,5343.75,5343.75,6000,5625,0.0217,2018,F8,D4,Tw19,T13,IV10
166,2018,180205_10 Phylloscopus humei Mahabaleswar.Table.4.selections_12splits.txt,f,wav,4968.75,5062.5,4031.25,3656.25,3937.5,3281.25,3281.25,4687.5,4781.25,4968.75,5437.5,4312.5,4968.75,5062.5,3937.5,3656.25,3937.5,3281.25,3281.25,4593.75,4781.25,4968.75,5531.25,4593.75,0.0221,2018,F8,D4,Tw19,T13,IV10
167,2018,181211_232243771ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,6375,5625,5343.75,3750,3656.25,3562.5,3000,5062.5,4687.5,5062.5,5906.25,5531.25,5812.5,5531.25,4875,3656.25,3656.25,3468.75,3093.75,5062.5,4687.5,4968.75,5906.25,5250,0.0202,2018,F8,D4,Tw19,T13,IV10
168,2019,190205_347457461ML Phylloscopus humei.Table.4.selections_12splits.txt,f,wav,5906.25,4593.75,4218.75,3937.5,4687.5,3937.5,3562.5,4031.25,4875,4968.75,6375,4406.25,4968.75,4781.25,4218.75,3937.5,4687.5,4031.25,3468.75,3937.5,4687.5,5062.5,5906.25,4500,0.0188,2019,F8,D4,Tw19,T13,IV10
169,2019,190219_284333ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,4737.305,5684.766,5081.836,3962.109,3617.578,3875.977,3789.844,5426.367,4995.703,5081.836,6029.297,5081.836,4737.305,5598.633,5081.836,3962.109,3617.578,3875.977,3703.711,5426.367,5081.836,5081.836,6029.297,5081.836,0.0199,2019,F8,D4,Tw19,T13,IV10
170,2019,190224_284439ML Phylloscopus humei.Table.4.selections_12splits.txt,f,wav,5770.898,5770.898,4220.508,3962.109,3789.844,3703.711,4478.906,4909.57,4995.703,5943.164,6201.562,4048.242,5684.766,5426.367,4392.773,3962.109,3875.977,3703.711,4392.773,4909.57,5081.836,5770.898,6029.297,4048.242,0.0192,2019,F8,D4,Tw19,T13,IV10
171,2019,190310_2273 Phylloscopus humei WII.Table.4.selections_12splits.txt,f,wav,5250,6187.5,5062.5,4406.25,3937.5,3656.25,3562.5,5250,5250,5250,6468.75,6375,5343.75,6000,5156.25,4312.5,4031.25,3843.75,3562.5,5250,5343.75,5343.75,6468.75,6281.25,0.0175,2019,F8,D4,Tw19,T13,IV10
172,2019,190412_284749ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5512.5,5770.898,4651.172,3962.109,4048.242,3962.109,3445.312,5340.234,4995.703,5081.836,5684.766,4651.172,5684.766,5770.898,4995.703,4048.242,4048.242,3962.109,3445.312,5167.969,4995.703,5081.836,5943.164,5167.969,0.0207,2019,F8,D4,Tw19,T13,IV10
173,2019,190412_284749ML Phylloscopus humei.Table.7.selections_12splits.txt,g,wav,4478.906,5167.969,4823.438,3617.578,3531.445,3875.977,3617.578,5598.633,5081.836,5512.5,6029.297,6029.297,4478.906,5081.836,4651.172,3703.711,3531.445,3875.977,3617.578,5598.633,5340.234,5254.102,6029.297,5426.367,0.0205,2019,F8,D4,Tw19,T13,IV10
174,2019,190412_284759ML Phylloscopus humei.Table.4.selections_12splits.txt,f,wav,4995.703,4651.172,5340.234,4220.508,3875.977,3531.445,3359.18,4909.57,4995.703,4995.703,5512.5,4995.703,4392.773,4823.438,5081.836,4134.375,3875.977,3703.711,3359.18,4909.57,4995.703,5167.969,5512.5,5081.836,0.02515,2019,F8,D4,Tw19,T13,IV10
175,2019,190414_284860ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5857.031,5857.031,4737.305,4392.773,3789.844,3789.844,3531.445,5081.836,4909.57,5081.836,5426.367,4478.906,5857.031,5770.898,5081.836,4392.773,3789.844,3789.844,3531.445,4823.438,4909.57,5081.836,5598.633,4995.703,0.0205,2019,F8,D4,Tw19,T13,IV10
176,2019,190415_284924ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5426.367,5426.367,3962.109,3703.711,3531.445,3531.445,3359.18,5167.969,4823.438,4995.703,5684.766,5081.836,5340.234,5426.367,4220.508,3962.109,3617.578,3531.445,3617.578,5081.836,4909.57,5081.836,5598.633,5081.836,0.0196,2019,F8,D4,Tw19,T13,IV10
177,2019,190418_284958ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5167.969,5081.836,4737.305,3962.109,3703.711,3703.711,3273.047,5426.367,5167.969,5512.5,5598.633,5684.766,5167.969,5426.367,4565.039,4134.375,3875.977,3703.711,3703.711,5512.5,4995.703,5426.367,5598.633,5598.633,0.0198,2019,F8,D4,Tw19,T13,IV10
178,2019,190719_XC495363 - Phylloscopus humei Oscar Campbell Mongolia.Table.4.selections_12splits.txt,f,mp3,5598.633,4737.305,3789.844,3703.711,3789.844,3617.578,4392.773,5254.102,5340.234,5684.766,5943.164,4478.906,5598.633,4823.438,3875.977,3703.711,3789.844,3617.578,4306.641,5254.102,5254.102,5598.633,5684.766,4478.906,0.0186,2019,F8,D4,Tw19,T13,IV10
179,2019,191020_MIXPRE-957 Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,4781.25,6000,4687.5,3750,3937.5,3750,3468.75,5718.75,5250,5250,6562.5,6468.75,5250,5718.75,4687.5,3750,3937.5,3843.75,3375,5625,5343.75,5250,6468.75,6187.5,0.018,2019,F8,D4,Tw19,T13,IV10
180,2019,191025_MIXPRE-964 Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5531.25,5625,3656.25,3375,3562.5,3375,3093.75,4875,4687.5,5156.25,5531.25,4406.25,5250,5531.25,4031.25,3375,3656.25,3375,3375,5062.5,4687.5,5156.25,5812.5,4687.5,0.0199,2019,F8,D4,Tw19,T13,IV10
181,2020,200207_India_Oscar Campbell_XC529846 - Hume's Leaf Warbler - Phylloscopus humei.Table.4.selections_12splits.txt,g,mp3,5598.633,5770.898,4306.641,3875.977,3875.977,3703.711,3273.047,5684.766,5167.969,5254.102,6373.828,5770.898,5598.633,5770.898,4392.773,3875.977,3875.977,3617.578,3617.578,5598.633,5081.836,5254.102,6201.562,5684.766,0.0176,2020,F8,D4,Tw20,T13,IV10
182,2020,200423_MIXPRE-2017 Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5437.5,5437.5,3937.5,3562.5,3562.5,3375,5062.5,5437.5,5250,5250,5437.5,5250,5343.75,5343.75,3937.5,3656.25,3562.5,3468.75,4968.75,5437.5,5250,5250,5437.5,5343.75,0.0193,2020,F8,D4,Tw20,T13,IV10
183,2020,200925_4608 Phylloscopus humei WII Dehradun Uttarakhand.Table.4.selections_12splits.txt,g,wav,5250,5250,4781.25,3937.5,3656.25,5343.75,5062.5,4968.75,4687.5,6000,6281.25,3937.5,5250,5343.75,4781.25,4312.5,3656.25,5062.5,5062.5,4781.25,4968.75,5812.5,5812.5,4125,0.0186,2020,F8,D4,Tw20,T13,IV10
184,2020,201026_MIXPRE-3187 Phylloscopus humei WII Dehradun Uttarakhand.Table.4.selections_12splits.txt,g,wav,6000,5625,4593.75,3750,3843.75,3750,3281.25,5625,5062.5,5625,6843.75,5062.5,5906.25,5718.75,5062.5,3843.75,3843.75,3843.75,4031.25,5625,5250,5625,6187.5,5531.25,0.019,2020,F8,D4,Tw20,T13,IV10
185,2020,201027_275251591ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5437.5,5437.5,4312.5,3562.5,3656.25,3468.75,3375,4968.75,4968.75,4875,5437.5,4406.25,5437.5,5343.75,4406.25,3750,3656.25,3468.75,3468.75,4968.75,4968.75,5062.5,5437.5,4687.5,0.021,2020,F8,D4,Tw20,T13,IV10
186,2020,201122_282701211ML Phylloscopus humei.Table.10.selections_12splits.txt,f,wav,5857.031,6201.562,5598.633,3875.977,3617.578,3445.312,5167.969,5081.836,4909.57,6029.297,6115.43,5167.969,5857.031,5943.164,4995.703,3789.844,3703.711,3445.312,5167.969,5081.836,5081.836,5857.031,6115.43,5254.102,0.0183,2020,F8,D4,Tw20,T13,IV10
187,2020,201122_282701211ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,4306.641,6029.297,4392.773,3875.977,3789.844,3617.578,3789.844,4651.172,4737.305,5254.102,5512.5,5512.5,4478.906,5857.031,4306.641,3875.977,3789.844,3531.445,3703.711,4565.039,4737.305,5167.969,5512.5,5512.5,0.0185,2020,F8,D4,Tw20,T13,IV10
188,2020,201122_282701211ML Phylloscopus humei.Table.7.selections_12splits.txt,g,wav,5167.969,5254.102,4565.039,4134.375,3962.109,3273.047,5512.5,5167.969,5167.969,5426.367,5684.766,4565.039,5081.836,5340.234,4565.039,4134.375,3875.977,3359.18,5254.102,5167.969,5167.969,5512.5,5684.766,4565.039,0.0182,2020,F8,D4,Tw20,T13,IV10
189,2020,201123_282279981ML Phylloscopus humei.Table.4.selections_12splits.txt,f,wav,5437.5,5906.25,4312.5,3750,3750,3656.25,3375,4875,4875,5718.75,6093.75,5062.5,5437.5,5812.5,4312.5,3937.5,3843.75,3562.5,3843.75,4875,4875,5625,6000,5343.75,0.0164,2020,F8,D4,Tw20,T13,IV10
190,2020,201127_283225171ML Phylloscopus humei.Table.4.selections_12splits.txt,f,wav,6029.297,6201.562,4565.039,3875.977,3875.977,3445.312,5081.836,4909.57,5081.836,5770.898,6287.695,5598.633,6029.297,6029.297,4737.305,3875.977,3875.977,3445.312,4909.57,4909.57,5081.836,5770.898,6287.695,5512.5,0.0174,2020,F8,D4,Tw20,T13,IV10
191,2020,201127_283432211ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,6029.297,6115.43,5167.969,4134.375,3962.109,3875.977,3617.578,5081.836,4995.703,5770.898,6029.297,6029.297,6029.297,5943.164,4995.703,4134.375,3962.109,3875.977,4651.172,5167.969,5081.836,5598.633,6115.43,6029.297,0.0172,2020,F8,D4,Tw20,T13,IV10
192,2020,201223_367754341ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5250,5437.5,5812.5,4500,3937.5,3750,4125,5062.5,5062.5,5625,5062.5,4312.5,5437.5,5250,5625,4312.5,3937.5,3937.5,4687.5,5062.5,5062.5,5625,5625,4312.5,0.0191,2020,F8,D4,Tw20,T13,IV10
193,2021,210104_MIXPRE-3480 Phylloscopus humei WII Dehradun.Table.4.selections_12splits.txt,g,wav,5906.25,4687.5,5250,3843.75,3375,3281.25,3093.75,5250,4312.5,4687.5,5906.25,5906.25,5718.75,4687.5,4875,3843.75,3375,3281.25,3093.75,5250,4406.25,4687.5,5718.75,5812.5,0.0194,2021,F9,D4,Tw20,T14,IV10
194,2021,210107_295636581ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5625,5437.5,5062.5,4125,3750,3937.5,3562.5,4875,5062.5,5250,5437.5,5062.5,5437.5,5437.5,4687.5,4125,3937.5,3937.5,3750,4875,5062.5,5250,5625,4687.5,0.0184,2021,F9,D4,Tw20,T14,IV10
195,2021,210114_MIXPRE-3507 Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,6093.75,5156.25,6093.75,4312.5,3468.75,3656.25,3468.75,5156.25,4875,5250,6281.25,5156.25,5531.25,5343.75,5906.25,4406.25,4687.5,3750,3562.5,5250,4875,4968.75,6187.5,5531.25,0.0197,2021,F9,D4,Tw20,T14,IV10
196,2021,210114_MIXPRE-3511 Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5156.25,5718.75,4125,3843.75,3656.25,3562.5,3093.75,5343.75,4500,5343.75,5812.5,4312.5,5062.5,5531.25,4312.5,3843.75,3656.25,3468.75,4406.25,5250,4500,5250,5812.5,4500,0.0187,2021,F9,D4,Tw20,T14,IV10
197,2021,210210_307479921ML Phylloscopus humei.Table.4.selections_12splits.txt,g,mp3,5254.102,5512.5,3789.844,3359.18,3273.047,3273.047,5340.234,4651.172,4651.172,5857.031,5857.031,4306.641,5167.969,5426.367,3875.977,3445.312,3359.18,3273.047,5340.234,4823.438,4737.305,5684.766,5512.5,4392.773,0.0192,2021,F9,D4,Tw20,T14,IV10
198,2021,210221_MIXPRE-3602 Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5343.75,5906.25,4593.75,3375,3468.75,3375,4875,4968.75,4500,5343.75,6093.75,5718.75,5250,5625,4406.25,3375,3468.75,3281.25,4687.5,5156.25,4593.75,5156.25,6000,5437.5,0.0178,2021,F9,D4,Tw20,T14,IV10
199,2021,210305_MIXPRE-3624 Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,5250,5437.5,4218.75,3656.25,3656.25,3375,5531.25,5343.75,4875,4875,5531.25,5156.25,5156.25,5531.25,4500,3750,3750,3562.5,4968.75,5343.75,4875,4968.75,5625,5156.25,0.0186,2021,F9,D4,Tw20,T14,IV10
200,2021,210425_MIXPRE-3690 Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,4968.75,5156.25,4968.75,3562.5,3656.25,3468.75,5812.5,5062.5,4968.75,5437.5,4968.75,4687.5,4968.75,5250,4781.25,3562.5,3656.25,3375,5343.75,5156.25,4968.75,5531.25,4968.75,4687.5,0.0213,2021,F9,D4,Tw20,T14,IV10
